Ursprungsname;Anteil_NA;Anzahl_unters_Werte;Analysename
t_grundbuch.item.l_grundbuch.485;99.96;1;
t_grundbuch.item.l_grundbuch.486;99.96;1;
t_grundbuch.item.l_grundbuch.487;99.96;1;
t_grundbuch.item.l_grundbuch.488;99.96;1;
t_grundbuch.item.l_grundbuch.489;99.96;1;
t_grundbuch.item.l_grundbuch.49;99.71;3;
t_grundbuch.item.l_grundbuch.490;99.96;1;
t_grundbuch.item.l_grundbuch.491;99.96;1;
t_grundbuch.item.l_grundbuch.492;99.96;1;
t_grundbuch.item.l_grundbuch.493;99.96;1;
t_grundbuch.item.l_grundbuch.494;99.96;1;
t_grundbuch.item.l_grundbuch.495;99.96;1;
t_grundbuch.item.l_grundbuch.496;99.96;1;
t_grundbuch.item.l_grundbuch.497;99.96;1;
t_grundbuch.item.l_grundbuch.498;99.96;1;
t_grundbuch.item.l_grundbuch.499;99.96;1;
t_grundbuch.item.l_grundbuch.50;99.71;3;
t_grundbuch.item.l_grundbuch.500;99.96;1;
t_grundbuch.item.l_grundbuch.501;99.96;1;
t_grundbuch.item.l_grundbuch.502;99.96;1;
t_grundbuch.item.l_grundbuch.503;99.96;1;
t_grundbuch.item.l_grundbuch.504;99.96;1;
t_grundbuch.item.l_grundbuch.505;99.96;1;
t_grundbuch.item.l_grundbuch.506;99.96;1;
t_grundbuch.item.l_grundbuch.507;99.96;1;
t_grundbuch.item.l_grundbuch.508;99.96;1;
t_grundbuch.item.l_grundbuch.509;99.96;1;
t_grundbuch.item.l_grundbuch.51;99.71;3;
t_grundbuch.item.l_grundbuch.510;99.96;1;
t_grundbuch.item.l_grundbuch.511;99.96;1;
t_grundbuch.item.l_grundbuch.512;99.96;1;
t_grundbuch.item.l_grundbuch.513;99.96;1;
t_grundbuch.item.l_grundbuch.514;99.96;1;
t_grundbuch.item.l_grundbuch.515;99.96;1;
t_grundbuch.item.l_grundbuch.516;99.96;1;
t_grundbuch.item.l_grundbuch.517;99.96;1;
t_grundbuch.item.l_grundbuch.518;99.96;1;
t_grundbuch.item.l_grundbuch.519;99.96;1;
t_grundbuch.item.l_grundbuch.52;99.71;3;
t_grundbuch.item.l_grundbuch.520;99.96;1;
t_grundbuch.item.l_grundbuch.521;99.96;1;
t_grundbuch.item.l_grundbuch.522;99.96;1;
t_grundbuch.item.l_grundbuch.523;99.96;1;
t_grundbuch.item.l_grundbuch.524;99.96;1;
t_grundbuch.item.l_grundbuch.525;99.96;1;
t_grundbuch.item.l_grundbuch.526;99.96;1;
t_grundbuch.item.l_grundbuch.527;99.96;1;
t_grundbuch.item.l_grundbuch.528;99.96;1;
t_grundbuch.item.l_grundbuch.529;99.96;1;
t_grundbuch.item.l_grundbuch.53;99.71;3;
t_grundbuch.item.l_grundbuch.530;99.96;1;
t_grundbuch.item.l_grundbuch.531;99.96;1;
t_grundbuch.item.l_grundbuch.532;99.96;1;
t_grundbuch.item.l_grundbuch.533;99.96;1;
t_grundbuch.item.l_grundbuch.534;99.96;1;
t_grundbuch.item.l_grundbuch.535;99.96;1;
t_grundbuch.item.l_grundbuch.536;99.96;1;
t_grundbuch.item.l_grundbuch.537;99.96;1;
t_grundbuch.item.l_grundbuch.538;99.96;1;
t_grundbuch.item.l_grundbuch.539;99.96;1;
t_grundbuch.item.l_grundbuch.54;99.71;3;
t_grundbuch.item.l_grundbuch.540;99.96;1;
t_grundbuch.item.l_grundbuch.541;99.96;1;
t_grundbuch.item.l_grundbuch.542;99.96;1;
t_grundbuch.item.l_grundbuch.543;99.96;1;
t_grundbuch.item.l_grundbuch.544;99.96;1;
t_grundbuch.item.l_grundbuch.545;99.96;1;
t_grundbuch.item.l_grundbuch.546;99.96;1;
t_grundbuch.item.l_grundbuch.547;99.96;1;
t_grundbuch.item.l_grundbuch.548;99.96;1;
t_grundbuch.item.l_grundbuch.549;99.96;1;
t_grundbuch.item.l_grundbuch.55;99.74;3;
t_grundbuch.item.l_grundbuch.550;99.96;1;
t_grundbuch.item.l_grundbuch.551;99.96;1;
t_grundbuch.item.l_grundbuch.552;99.96;1;
t_grundbuch.item.l_grundbuch.553;99.96;1;
t_grundbuch.item.l_grundbuch.554;99.96;1;
t_grundbuch.item.l_grundbuch.555;99.96;1;
t_grundbuch.item.l_grundbuch.556;99.96;1;
t_grundbuch.item.l_grundbuch.557;99.96;1;
t_grundbuch.item.l_grundbuch.558;99.96;1;
t_grundbuch.item.l_grundbuch.559;99.96;1;
t_grundbuch.item.l_grundbuch.56;99.74;3;
t_grundbuch.item.l_grundbuch.560;99.96;1;
t_grundbuch.item.l_grundbuch.561;99.96;1;
t_grundbuch.item.l_grundbuch.562;99.96;1;
t_grundbuch.item.l_grundbuch.57;99.74;3;
t_grundbuch.item.l_grundbuch.58;99.74;3;
t_grundbuch.item.l_grundbuch.59;99.74;3;
t_grundbuch.item.l_grundbuch.60;99.74;3;
t_grundbuch.item.l_grundbuch.61;99.74;3;
t_grundbuch.item.l_grundbuch.62;99.74;3;
t_grundbuch.item.l_grundbuch.63;99.74;3;
t_grundbuch.item.l_grundbuch.64;99.78;2;
t_grundbuch.item.l_grundbuch.65;99.78;2;
t_grundbuch.item.l_grundbuch.66;99.78;2;
t_grundbuch.item.l_grundbuch.67;99.78;2;
t_grundbuch.item.l_grundbuch.68;99.78;2;
t_grundbuch.item.l_grundbuch.69;99.82;2;
t_grundbuch.item.l_grundbuch.70;99.82;2;
t_grundbuch.item.l_grundbuch.71;99.82;2;
t_grundbuch.item.l_grundbuch.72;99.82;2;
t_grundbuch.item.l_grundbuch.73;99.85;2;
t_grundbuch.item.l_grundbuch.74;99.85;2;
t_grundbuch.item.l_grundbuch.75;99.85;2;
t_grundbuch.item.l_grundbuch.76;99.85;2;
t_grundbuch.item.l_grundbuch.77;99.85;2;
t_grundbuch.item.l_grundbuch.78;99.85;2;
t_grundbuch.item.l_grundbuch.79;99.85;2;
t_grundbuch.item.l_grundbuch.80;99.85;2;
t_grundbuch.item.l_grundbuch.81;99.85;2;
t_grundbuch.item.l_grundbuch.82;99.85;2;
t_grundbuch.item.l_grundbuch.83;99.85;2;
t_grundbuch.item.l_grundbuch.84;99.85;2;
t_grundbuch.item.l_grundbuch.85;99.89;1;
t_grundbuch.item.l_grundbuch.86;99.89;1;
t_grundbuch.item.l_grundbuch.87;99.89;1;
t_grundbuch.item.l_grundbuch.88;99.89;1;
t_grundbuch.item.l_grundbuch.89;99.89;1;
t_grundbuch.item.l_grundbuch.90;99.89;1;
t_grundbuch.item.l_grundbuch.91;99.89;1;
t_grundbuch.item.l_grundbuch.92;99.89;1;
t_grundbuch.item.l_grundbuch.93;99.89;1;
t_grundbuch.item.l_grundbuch.94;99.89;1;
t_grundbuch.item.l_grundbuch.95;99.89;1;
t_grundbuch.item.l_grundbuch.96;99.96;1;
t_grundbuch.item.l_grundbuch.97;99.96;1;
t_grundbuch.item.l_grundbuch.98;99.96;1;
t_grundbuch.item.l_grundbuch.99;99.96;1;
t_grundbuch.item.lfdnr;0.15;27;
t_grundbuch.item.lfdnr.02;76.74;13;
t_grundbuch.item.lfdnr.03;93.84;14;
t_grundbuch.item.lfdnr.04;95.47;7;
t_grundbuch.item.lfdnr.05;96.61;6;
t_grundbuch.item.lfdnr.06;96.9;7;
t_grundbuch.item.lfdnr.07;97.42;5;
t_grundbuch.item.lfdnr.08;97.53;5;
t_grundbuch.item.lfdnr.09;98.23;2;
t_grundbuch.item.lfdnr.10;98.27;2;
t_grundbuch.item.lfdnr.100;99.96;1;
t_grundbuch.item.lfdnr.11;98.3;3;
t_grundbuch.item.lfdnr.110;99.96;1;
t_grundbuch.item.lfdnr.111;99.96;1;
t_grundbuch.item.lfdnr.112;99.96;1;
t_grundbuch.item.lfdnr.113;99.96;1;
t_grundbuch.item.lfdnr.114;99.96;1;
t_grundbuch.item.lfdnr.115;99.96;1;
t_grundbuch.item.lfdnr.116;99.96;1;
t_grundbuch.item.lfdnr.117;99.96;1;
t_grundbuch.item.lfdnr.118;99.96;1;
t_grundbuch.item.lfdnr.119;99.96;1;
t_grundbuch.item.lfdnr.12;98.34;5;
t_grundbuch.item.lfdnr.120;99.96;1;
t_grundbuch.item.lfdnr.121;99.96;1;
t_grundbuch.item.lfdnr.122;99.96;1;
t_grundbuch.item.lfdnr.123;99.96;1;
t_grundbuch.item.lfdnr.124;99.96;1;
t_grundbuch.item.lfdnr.125;99.96;1;
t_grundbuch.item.lfdnr.126;99.96;1;
t_grundbuch.item.lfdnr.127;99.96;1;
t_grundbuch.item.lfdnr.128;99.96;1;
t_grundbuch.item.lfdnr.129;99.96;1;
t_grundbuch.item.lfdnr.13;98.42;3;
t_grundbuch.item.lfdnr.130;99.96;1;
t_grundbuch.item.lfdnr.131;99.96;1;
t_grundbuch.item.lfdnr.132;99.96;1;
t_grundbuch.item.lfdnr.133;99.96;1;
t_grundbuch.item.lfdnr.134;99.96;1;
t_grundbuch.item.lfdnr.135;99.96;1;
t_grundbuch.item.lfdnr.136;99.96;1;
t_grundbuch.item.lfdnr.137;99.96;1;
t_grundbuch.item.lfdnr.138;99.96;1;
t_grundbuch.item.lfdnr.139;99.96;1;
t_grundbuch.item.lfdnr.14;98.42;4;
t_grundbuch.item.lfdnr.140;99.96;1;
t_grundbuch.item.lfdnr.141;99.96;1;
t_grundbuch.item.lfdnr.142;99.96;1;
t_grundbuch.item.lfdnr.143;99.96;1;
t_grundbuch.item.lfdnr.144;99.96;1;
t_grundbuch.item.lfdnr.145;99.96;1;
t_grundbuch.item.lfdnr.146;99.96;1;
t_grundbuch.item.lfdnr.147;99.96;1;
t_grundbuch.item.lfdnr.148;99.96;1;
t_grundbuch.item.lfdnr.149;99.96;1;
t_grundbuch.item.lfdnr.15;98.71;3;
t_grundbuch.item.lfdnr.150;99.96;1;
t_grundbuch.item.lfdnr.151;99.96;1;
t_grundbuch.item.lfdnr.152;99.96;1;
t_grundbuch.item.lfdnr.153;99.96;1;
t_grundbuch.item.lfdnr.154;99.96;1;
t_grundbuch.item.lfdnr.155;99.96;1;
t_grundbuch.item.lfdnr.156;99.96;1;
t_grundbuch.item.lfdnr.157;99.96;1;
t_grundbuch.item.lfdnr.158;99.96;1;
t_grundbuch.item.lfdnr.159;99.96;1;
t_grundbuch.item.lfdnr.16;98.75;3;
t_grundbuch.item.lfdnr.160;99.96;1;
t_grundbuch.item.lfdnr.161;99.96;1;
t_grundbuch.item.lfdnr.162;99.96;1;
t_grundbuch.item.lfdnr.163;99.96;1;
t_grundbuch.item.lfdnr.164;99.96;1;
t_grundbuch.item.lfdnr.165;99.96;1;
t_grundbuch.item.lfdnr.166;99.96;1;
t_grundbuch.item.lfdnr.167;99.96;1;
t_grundbuch.item.lfdnr.168;99.96;1;
t_grundbuch.item.lfdnr.169;99.96;1;
t_grundbuch.item.lfdnr.17;98.82;3;
t_grundbuch.item.lfdnr.170;99.96;1;
t_grundbuch.item.lfdnr.171;99.96;1;
t_grundbuch.item.lfdnr.172;99.96;1;
t_grundbuch.item.lfdnr.173;99.96;1;
t_grundbuch.item.lfdnr.174;99.96;1;
t_grundbuch.item.lfdnr.175;99.96;1;
t_grundbuch.item.lfdnr.176;99.96;1;
t_grundbuch.item.lfdnr.177;99.96;1;
t_grundbuch.item.lfdnr.178;99.96;1;
t_grundbuch.item.lfdnr.179;99.96;1;
t_grundbuch.item.lfdnr.18;99;4;
t_grundbuch.item.lfdnr.180;99.96;1;
t_grundbuch.item.lfdnr.181;99.96;1;
t_grundbuch.item.lfdnr.182;99.96;1;
t_grundbuch.item.lfdnr.183;99.96;1;
t_grundbuch.item.lfdnr.184;99.96;1;
t_grundbuch.item.lfdnr.185;99.96;1;
t_grundbuch.item.lfdnr.186;99.96;1;
t_grundbuch.item.lfdnr.187;99.96;1;
t_grundbuch.item.lfdnr.188;99.96;1;
t_grundbuch.item.lfdnr.189;99.96;1;
t_grundbuch.item.lfdnr.19;99.08;4;
t_grundbuch.item.lfdnr.190;99.96;1;
t_grundbuch.item.lfdnr.191;99.96;1;
t_grundbuch.item.lfdnr.192;99.96;1;
t_grundbuch.item.lfdnr.193;99.96;1;
t_grundbuch.item.lfdnr.194;99.96;1;
t_grundbuch.item.lfdnr.195;99.96;1;
t_grundbuch.item.lfdnr.196;99.96;1;
t_grundbuch.item.lfdnr.197;99.96;1;
t_grundbuch.item.lfdnr.198;99.96;1;
t_grundbuch.item.lfdnr.199;99.96;1;
t_grundbuch.item.lfdnr.20;99.08;4;
t_grundbuch.item.lfdnr.200;99.96;1;
t_grundbuch.item.lfdnr.201;99.96;1;
t_grundbuch.item.lfdnr.202;99.96;1;
t_grundbuch.item.lfdnr.203;99.96;1;
t_grundbuch.item.lfdnr.204;99.96;1;
t_grundbuch.item.lfdnr.205;99.96;1;
t_grundbuch.item.lfdnr.206;99.96;1;
t_grundbuch.item.lfdnr.207;99.96;1;
t_grundbuch.item.lfdnr.208;99.96;1;
t_grundbuch.item.lfdnr.209;99.96;1;
t_grundbuch.item.lfdnr.21;99.12;3;
t_grundbuch.item.lfdnr.210;99.96;1;
t_grundbuch.item.lfdnr.211;99.96;1;
t_grundbuch.item.lfdnr.212;99.96;1;
t_grundbuch.item.lfdnr.213;99.96;1;
t_grundbuch.item.lfdnr.214;99.96;1;
t_grundbuch.item.lfdnr.215;99.96;1;
t_grundbuch.item.lfdnr.216;99.96;1;
t_grundbuch.item.lfdnr.217;99.96;1;
t_grundbuch.item.lfdnr.218;99.96;1;
t_grundbuch.item.lfdnr.219;99.96;1;
t_grundbuch.item.lfdnr.22;99.15;4;
t_grundbuch.item.lfdnr.220;99.96;1;
t_grundbuch.item.lfdnr.221;99.96;1;
t_grundbuch.item.lfdnr.222;99.96;1;
t_grundbuch.item.lfdnr.223;99.96;1;
t_grundbuch.item.lfdnr.224;99.96;1;
t_grundbuch.item.lfdnr.225;99.96;1;
t_grundbuch.item.lfdnr.226;99.96;1;
t_grundbuch.item.lfdnr.227;99.96;1;
t_grundbuch.item.lfdnr.228;99.96;1;
t_grundbuch.item.lfdnr.229;99.96;1;
t_grundbuch.item.lfdnr.23;99.15;3;
t_grundbuch.item.lfdnr.230;99.96;1;
t_grundbuch.item.lfdnr.231;99.96;1;
t_grundbuch.item.lfdnr.232;99.96;1;
t_grundbuch.item.lfdnr.233;99.96;1;
t_grundbuch.item.lfdnr.234;99.96;1;
t_grundbuch.item.lfdnr.235;99.96;1;
t_grundbuch.item.lfdnr.236;99.96;1;
t_grundbuch.item.lfdnr.237;99.96;1;
t_grundbuch.item.lfdnr.238;99.96;1;
t_grundbuch.item.lfdnr.239;99.96;1;
t_grundbuch.item.lfdnr.24;99.15;4;
t_grundbuch.item.lfdnr.240;99.96;1;
t_grundbuch.item.lfdnr.241;99.96;1;
t_grundbuch.item.lfdnr.242;99.96;1;
t_grundbuch.item.lfdnr.243;99.96;1;
t_grundbuch.item.lfdnr.244;99.96;1;
t_grundbuch.item.lfdnr.245;99.96;1;
t_grundbuch.item.lfdnr.246;99.96;1;
t_grundbuch.item.lfdnr.247;99.96;1;
t_grundbuch.item.lfdnr.248;99.96;1;
t_grundbuch.item.lfdnr.249;99.96;1;
t_grundbuch.item.lfdnr.25;99.23;4;
t_grundbuch.item.lfdnr.250;99.96;1;
t_grundbuch.item.lfdnr.251;99.96;1;
t_grundbuch.item.lfdnr.252;99.96;1;
t_grundbuch.item.lfdnr.253;99.96;1;
t_grundbuch.item.lfdnr.254;99.96;1;
t_grundbuch.item.lfdnr.255;99.96;1;
t_grundbuch.item.lfdnr.256;99.96;1;
t_grundbuch.item.lfdnr.257;99.96;1;
t_grundbuch.item.lfdnr.258;99.96;1;
t_grundbuch.item.lfdnr.259;99.96;1;
t_grundbuch.item.lfdnr.26;99.26;3;
t_grundbuch.item.lfdnr.260;99.96;1;
t_grundbuch.item.lfdnr.261;99.96;1;
t_grundbuch.item.lfdnr.262;99.96;1;
t_grundbuch.item.lfdnr.263;99.96;1;
t_grundbuch.item.lfdnr.264;99.96;1;
t_grundbuch.item.lfdnr.265;99.96;1;
t_grundbuch.item.lfdnr.266;99.96;1;
t_grundbuch.item.lfdnr.267;99.96;1;
t_grundbuch.item.lfdnr.268;99.96;1;
t_grundbuch.item.lfdnr.269;99.96;1;
t_grundbuch.item.lfdnr.27;99.26;3;
t_grundbuch.item.lfdnr.270;99.96;1;
t_grundbuch.item.lfdnr.271;99.96;1;
t_grundbuch.item.lfdnr.272;99.96;1;
t_grundbuch.item.lfdnr.273;99.96;1;
t_grundbuch.item.lfdnr.274;99.96;1;
t_grundbuch.item.lfdnr.275;99.96;1;
t_grundbuch.item.lfdnr.276;99.96;1;
t_grundbuch.item.lfdnr.277;99.96;1;
t_grundbuch.item.lfdnr.278;99.96;1;
t_grundbuch.item.lfdnr.279;99.96;1;
t_grundbuch.item.lfdnr.28;99.34;3;
t_grundbuch.item.lfdnr.280;99.96;1;
t_grundbuch.item.lfdnr.281;99.96;1;
t_grundbuch.item.lfdnr.282;99.96;1;
t_grundbuch.item.lfdnr.283;99.96;1;
t_grundbuch.item.lfdnr.284;99.96;1;
t_grundbuch.item.lfdnr.285;99.96;1;
t_grundbuch.item.lfdnr.286;99.96;1;
t_grundbuch.item.lfdnr.287;99.96;1;
t_grundbuch.item.lfdnr.288;99.96;1;
t_grundbuch.item.lfdnr.289;99.96;1;
t_grundbuch.item.lfdnr.29;99.45;2;
t_grundbuch.item.lfdnr.290;99.96;1;
t_grundbuch.item.lfdnr.291;99.96;1;
t_grundbuch.item.lfdnr.292;99.96;1;
t_grundbuch.item.lfdnr.293;99.96;1;
t_grundbuch.item.lfdnr.294;99.96;1;
t_grundbuch.item.lfdnr.295;99.96;1;
t_grundbuch.item.lfdnr.296;99.96;1;
t_grundbuch.item.lfdnr.297;99.96;1;
t_grundbuch.item.lfdnr.298;99.96;1;
t_grundbuch.item.lfdnr.299;99.96;1;
t_grundbuch.item.lfdnr.30;99.48;2;
t_grundbuch.item.lfdnr.300;99.96;1;
t_grundbuch.item.lfdnr.301;99.96;1;
t_grundbuch.item.lfdnr.302;99.96;1;
t_grundbuch.item.lfdnr.303;99.96;1;
t_grundbuch.item.lfdnr.304;99.96;1;
t_grundbuch.item.lfdnr.305;99.96;1;
t_grundbuch.item.lfdnr.306;99.96;1;
t_grundbuch.item.lfdnr.307;99.96;1;
t_grundbuch.item.lfdnr.308;99.96;1;
t_grundbuch.item.lfdnr.309;99.96;1;
t_grundbuch.item.lfdnr.31;99.48;2;
t_grundbuch.item.lfdnr.310;99.96;1;
t_grundbuch.item.lfdnr.311;99.96;1;
t_grundbuch.item.lfdnr.312;99.96;1;
t_grundbuch.item.lfdnr.313;99.96;1;
t_grundbuch.item.lfdnr.314;99.96;1;
t_grundbuch.item.lfdnr.315;99.96;1;
t_grundbuch.item.lfdnr.316;99.96;1;
t_grundbuch.item.lfdnr.317;99.96;1;
t_grundbuch.item.lfdnr.318;99.96;1;
t_grundbuch.item.lfdnr.319;99.96;1;
t_grundbuch.item.lfdnr.32;99.48;2;
t_grundbuch.item.lfdnr.320;99.96;1;
t_grundbuch.item.lfdnr.321;99.96;1;
t_grundbuch.item.lfdnr.322;99.96;1;
t_grundbuch.item.lfdnr.323;99.96;1;
t_grundbuch.item.lfdnr.324;99.96;1;
t_grundbuch.item.lfdnr.325;99.96;1;
t_grundbuch.item.lfdnr.326;99.96;1;
t_grundbuch.item.lfdnr.327;99.96;1;
t_grundbuch.item.lfdnr.328;99.96;1;
t_grundbuch.item.lfdnr.329;99.96;1;
t_grundbuch.item.lfdnr.33;99.48;2;
t_grundbuch.item.lfdnr.330;99.96;1;
t_grundbuch.item.lfdnr.331;99.96;1;
t_grundbuch.item.lfdnr.332;99.96;1;
t_grundbuch.item.lfdnr.333;99.96;1;
t_grundbuch.item.lfdnr.334;99.96;1;
t_grundbuch.item.lfdnr.335;99.96;1;
t_grundbuch.item.lfdnr.336;99.96;1;
t_grundbuch.item.lfdnr.337;99.96;1;
t_grundbuch.item.lfdnr.338;99.96;1;
t_grundbuch.item.lfdnr.339;99.96;1;
t_grundbuch.item.lfdnr.34;99.52;3;
t_grundbuch.item.lfdnr.340;99.96;1;
t_grundbuch.item.lfdnr.341;99.96;1;
t_grundbuch.item.lfdnr.342;99.96;1;
t_grundbuch.item.lfdnr.343;99.96;1;
t_grundbuch.item.lfdnr.344;99.96;1;
t_grundbuch.item.lfdnr.345;99.96;1;
t_grundbuch.item.lfdnr.346;99.96;1;
t_grundbuch.item.lfdnr.347;99.96;1;
t_grundbuch.item.lfdnr.348;99.96;1;
t_grundbuch.item.lfdnr.349;99.96;1;
t_grundbuch.item.lfdnr.35;99.52;3;
t_grundbuch.item.lfdnr.350;99.96;1;
t_grundbuch.item.lfdnr.351;99.96;1;
t_grundbuch.item.lfdnr.352;99.96;1;
t_grundbuch.item.lfdnr.353;99.96;1;
t_grundbuch.item.lfdnr.354;99.96;1;
t_grundbuch.item.lfdnr.355;99.96;1;
t_grundbuch.item.lfdnr.356;99.96;1;
t_grundbuch.item.lfdnr.357;99.96;1;
t_grundbuch.item.lfdnr.358;99.96;1;
t_grundbuch.item.lfdnr.359;99.96;1;
t_grundbuch.item.lfdnr.36;99.59;1;
t_grundbuch.item.lfdnr.360;99.96;1;
t_grundbuch.item.lfdnr.361;99.96;1;
t_grundbuch.item.lfdnr.362;99.96;1;
t_grundbuch.item.lfdnr.363;99.96;1;
t_grundbuch.item.lfdnr.364;99.96;1;
t_grundbuch.item.lfdnr.365;99.96;1;
t_grundbuch.item.lfdnr.366;99.96;1;
t_grundbuch.item.lfdnr.367;99.96;1;
t_grundbuch.item.lfdnr.368;99.96;1;
t_grundbuch.item.lfdnr.369;99.96;1;
t_grundbuch.item.lfdnr.37;99.59;1;
t_grundbuch.item.lfdnr.370;99.96;1;
t_grundbuch.item.lfdnr.371;99.96;1;
t_grundbuch.item.lfdnr.372;99.96;1;
t_grundbuch.item.lfdnr.373;99.96;1;
t_grundbuch.item.lfdnr.374;99.96;1;
t_grundbuch.item.lfdnr.375;99.96;1;
t_grundbuch.item.lfdnr.376;99.96;1;
t_grundbuch.item.lfdnr.377;99.96;1;
t_grundbuch.item.lfdnr.378;99.96;1;
t_grundbuch.item.lfdnr.379;99.96;1;
t_grundbuch.item.lfdnr.38;99.59;1;
t_grundbuch.item.lfdnr.380;99.96;1;
t_grundbuch.item.lfdnr.381;99.96;1;
t_grundbuch.item.lfdnr.382;99.96;1;
t_grundbuch.item.lfdnr.383;99.96;1;
t_grundbuch.item.lfdnr.384;99.96;1;
t_grundbuch.item.lfdnr.385;99.96;1;
t_grundbuch.item.lfdnr.386;99.96;1;
t_grundbuch.item.lfdnr.387;99.96;1;
t_grundbuch.item.lfdnr.388;99.96;1;
t_grundbuch.item.lfdnr.389;99.96;1;
t_grundbuch.item.lfdnr.39;99.59;1;
t_grundbuch.item.lfdnr.390;99.96;1;
t_grundbuch.item.lfdnr.391;99.96;1;
t_grundbuch.item.lfdnr.392;99.96;1;
t_grundbuch.item.lfdnr.393;99.96;1;
t_grundbuch.item.lfdnr.394;99.96;1;
t_grundbuch.item.lfdnr.395;99.96;1;
t_grundbuch.item.lfdnr.396;99.96;1;
t_grundbuch.item.lfdnr.397;99.96;1;
t_grundbuch.item.lfdnr.398;99.96;1;
t_grundbuch.item.lfdnr.399;99.96;1;
t_grundbuch.item.lfdnr.40;99.67;1;
t_grundbuch.item.lfdnr.400;99.96;1;
t_grundbuch.item.lfdnr.401;99.96;1;
t_grundbuch.item.lfdnr.402;99.96;1;
t_grundbuch.item.lfdnr.403;99.96;1;
t_grundbuch.item.lfdnr.404;99.96;1;
t_grundbuch.item.lfdnr.405;99.96;1;
t_grundbuch.item.lfdnr.406;99.96;1;
t_grundbuch.item.lfdnr.407;99.96;1;
t_grundbuch.item.lfdnr.408;99.96;1;
t_grundbuch.item.lfdnr.409;99.96;1;
t_grundbuch.item.lfdnr.41;99.67;1;
t_grundbuch.item.lfdnr.410;99.96;1;
t_grundbuch.item.lfdnr.411;99.96;1;
t_grundbuch.item.lfdnr.412;99.96;1;
t_grundbuch.item.lfdnr.413;99.96;1;
t_grundbuch.item.lfdnr.414;99.96;1;
t_grundbuch.item.lfdnr.415;99.96;1;
t_grundbuch.item.lfdnr.416;99.96;1;
t_grundbuch.item.lfdnr.417;99.96;1;
t_grundbuch.item.lfdnr.418;99.96;1;
t_grundbuch.item.lfdnr.419;99.96;1;
t_grundbuch.item.lfdnr.42;99.67;1;
t_grundbuch.item.lfdnr.420;99.96;1;
t_grundbuch.item.lfdnr.421;99.96;1;
t_grundbuch.item.lfdnr.422;99.96;1;
t_grundbuch.item.lfdnr.423;99.96;1;
t_grundbuch.item.lfdnr.424;99.96;1;
t_grundbuch.item.lfdnr.425;99.96;1;
t_grundbuch.item.lfdnr.426;99.96;1;
t_grundbuch.item.lfdnr.427;99.96;1;
t_grundbuch.item.lfdnr.428;99.96;1;
t_grundbuch.item.lfdnr.429;99.96;1;
t_grundbuch.item.lfdnr.43;99.67;1;
t_grundbuch.item.lfdnr.430;99.96;1;
t_grundbuch.item.lfdnr.431;99.96;1;
t_grundbuch.item.lfdnr.432;99.96;1;
t_grundbuch.item.lfdnr.433;99.96;1;
t_grundbuch.item.lfdnr.434;99.96;1;
t_grundbuch.item.lfdnr.435;99.96;1;
t_grundbuch.item.lfdnr.436;99.96;1;
t_grundbuch.item.lfdnr.437;99.96;1;
t_grundbuch.item.lfdnr.438;99.96;1;
t_grundbuch.item.lfdnr.439;99.96;1;
t_grundbuch.item.lfdnr.44;99.67;1;
t_grundbuch.item.lfdnr.440;99.96;1;
t_grundbuch.item.lfdnr.441;99.96;1;
t_grundbuch.item.lfdnr.442;99.96;1;
t_grundbuch.item.lfdnr.443;99.96;1;
t_grundbuch.item.lfdnr.444;99.96;1;
t_grundbuch.item.lfdnr.445;99.96;1;
t_grundbuch.item.lfdnr.446;99.96;1;
t_grundbuch.item.lfdnr.447;99.96;1;
t_grundbuch.item.lfdnr.448;99.96;1;
t_grundbuch.item.lfdnr.449;99.96;1;
t_grundbuch.item.lfdnr.45;99.67;2;
t_grundbuch.item.lfdnr.450;99.96;1;
t_grundbuch.item.lfdnr.451;99.96;1;
t_grundbuch.item.lfdnr.452;99.96;1;
t_grundbuch.item.lfdnr.453;99.96;1;
t_grundbuch.item.lfdnr.454;99.96;1;
t_grundbuch.item.lfdnr.455;99.96;1;
t_grundbuch.item.lfdnr.456;99.96;1;
t_grundbuch.item.lfdnr.457;99.96;1;
t_grundbuch.item.lfdnr.458;99.96;1;
t_grundbuch.item.lfdnr.459;99.96;1;
t_grundbuch.item.lfdnr.46;99.71;1;
t_grundbuch.item.lfdnr.460;99.96;1;
t_grundbuch.item.lfdnr.461;99.96;1;
t_grundbuch.item.lfdnr.462;99.96;1;
t_grundbuch.item.lfdnr.463;99.96;1;
t_grundbuch.item.lfdnr.464;99.96;1;
t_grundbuch.item.lfdnr.465;99.96;1;
t_grundbuch.item.lfdnr.466;99.96;1;
t_grundbuch.item.lfdnr.467;99.96;1;
t_grundbuch.item.lfdnr.468;99.96;1;
t_grundbuch.item.lfdnr.469;99.96;1;
t_grundbuch.item.lfdnr.47;99.71;1;
t_grundbuch.item.lfdnr.470;99.96;1;
t_grundbuch.item.lfdnr.471;99.96;1;
t_grundbuch.item.lfdnr.472;99.96;1;
t_grundbuch.item.lfdnr.473;99.96;1;
t_grundbuch.item.lfdnr.474;99.96;1;
t_grundbuch.item.lfdnr.475;99.96;1;
t_grundbuch.item.lfdnr.476;99.96;1;
t_grundbuch.item.lfdnr.477;99.96;1;
t_grundbuch.item.lfdnr.478;99.96;1;
t_grundbuch.item.lfdnr.479;99.96;1;
t_grundbuch.item.lfdnr.48;99.71;1;
